county_fips,county_name,established,origin text,etymology,fips_code,density,population,area,stateFIPS,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20
13175,Laurens County,1807,Wilkinson County,"Colonel John Laurens (1754–82), aide to George Washington during the Revolutionary War",175,59.09,"48,041","813 sq mi
(2,106 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,6,7,7,7,9,12,13,13,14,14,15,15,15
13177,Lee County,1826,Creek Cessions of 1826,"Lieutenant Colonel Henry Lee III (1732–1794), a hero of the Revolutionary War, who attained the nickname ""Light-Horse Harry""",177,80.75,"28,746","356 sq mi
(922 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,13,14,16,19,24,25,29,37,39,43,44,90,94,104,123,134,138
13179,Liberty County,1777,"St Andrew, St James, and St John Parishes",Named in honor of the noted patriotism of the citizens of Midway in their support of the cause of colonial independence,179,126.15,"65,471","519 sq mi
(1,344 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,4,5,7,7,9,10,13
13181,Lincoln County,1796,Wilkes County,"General Benjamin Lincoln (1733–1810), a hero of the Revolutionary War; was later assigned to the suppression of Shays' Rebellion",181,36.67,"7,737","211 sq mi
(546 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,4,4,4,5,5,5,5
13183,Long County,1920,Liberty County,"Dr. Crawford Williamson Long (1815–78), in 1842 the first man to use diethyl ether as an anesthetic for dental surgery",183,40.02,"16,048","401 sq mi
(1,039 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
13185,Lowndes County,1825,Irwin County,"William Jones Lowndes (1782–1822), prominent figure in the affairs of South Carolina throughout the formative years of the United States",185,227.29,"114,552","504 sq mi
(1,305 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,5,6,7,7,8,8,11,12,14,20,20,20,21,23,24,26,32,37,37
13187,Lumpkin County,1832,"Cherokee, Habersham, and Hall Counties","Wilson Lumpkin (1783–1870), Governor of Georgia; U.S. Senator",187,107.79,"30,611","284 sq mi
(736 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,4,4,4,4,7,7,7,7,9,9
13189,Macon County,1837,Houston and Marion Counties,"General Nathaniel Macon (1758–1837), Speaker of the House of Representatives; U.S. Senator",193,35.39,"14,263","403 sq mi
(1,044 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,5,6,6
13191,Madison County,1811,"Clarke, Elbert, Franklin, Jackson and Oglethorpe Counties","James Madison (1751–1836), fourth President of the United States; chief writer of the U.S. Constitution",195,98.32,"27,922","284 sq mi
(736 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2
13193,Marion County,1827,Lee and Muscogee Counties,"General Francis Marion (1732–95), the ""Swamp Fox""; a hero of the Revolutionary War",197,23.74,"8,711","367 sq mi
(951 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,4,4
13195,McDuffie County,1870,Columbia and Warren,"George McDuffie (1790–1851), orator and governor of South Carolina",189,83.32,"21,663","260 sq mi
(673 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,3,5,7,7,7
13197,McIntosh County,1793,Liberty County,"General Lachlan McIntosh (1727–1806), a hero of the Revolutionary War",191,31.89,"13,839","434 sq mi
(1,124 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
13199,Meriwether County,1827,Formed from Troup County,"General David Meriwether (1755–1822), a hero of the Revolutionary War; U.S. Congressman",199,42.29,"21,273","503 sq mi
(1,303 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,5,6,6,7,9,10,11,11
13201,Miller County,1856,Baker and Early Counties,"Andrew Jackson Miller (1806–56), president of the Medical College of Georgia",201,21.09,"5,969","283 sq mi
(733 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,4,4,4,4,4,4,10,10,14
13205,Mitchell County,1857,Baker County,"Gen. Henry Mitchell (1760–1839), a hero of the Revolutionary War",205,45.2,"23,144","512 sq mi
(1,326 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,14,15,15,16,34,39,40,46,53,56
13207,Monroe County,1821,Creek Cession of 1821,"James Monroe (1758–1831), the fifth President of the United States and the creator of the Monroe Doctrine of 1823",207,67.27,"26,637","396 sq mi
(1,026 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,3,5,6,6,7,7,9
13209,Montgomery County,1793,Washington County,"General Richard Montgomery (1738–75), hero of the Revolutionary War",209,36.38,"8,913","245 sq mi
(635 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13211,Morgan County,1807,Baldwin County,"General Daniel Morgan (1736–1802), a hero of the Revolutionary War; U.S. Congressman",211,51.09,"17,881","350 sq mi
(906 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2
13213,Murray County,1832,Cherokee County,"Thomas W. Murray (1790–1832), famous state legislator",213,114.51,"39,392","344 sq mi
(891 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,5,7,7,9,9
13215,Muscogee County,1826,Creek Cession of 1826,"Muskogee ethnic group, to which the Creek and Seminole Nations belong",215,918.58,"198,413","216 sq mi
(559 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,4,6,7,8,9,14,19,22,26,31,35,37
13217,Newton County,1821,"Henry, Jasper, and Walton Counties","Sergeant John Newton (1755–80), a hero of the Revolutionary War",217,367.77,"101,505","276 sq mi
(715 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,4,4,4,4,6,8,12,15,15,18,22,31,34,37,42,52,55
13219,Oconee County,1875,Clarke County,"Oconee River, which forms its eastern boundary",219,180.74,"33,619","186 sq mi
(482 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5,6,7,10,10,11,12,16,17,19,21,24,24
13221,Oglethorpe County,1793,Wilkes County,"General James Edward Oglethorpe (1696–1785), the founder of the Colony of Georgia",221,33.15,"14,618","441 sq mi
(1,142 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
13223,Paulding County,1832,Cherokee County,"John Paulding (1759–1818), a hero of the Revolutionary War",223,461.15,"144,800","314 sq mi
(813 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,4,4,5,6,6,7,13,20,23,26,31,33,35,46,50,51
13225,Peach County,1924,Houston and Macon Counties,Its location in Central Georgia is one of the richest peach-producing regions in the country.,225,182.93,"27,622","151 sq mi
(391 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,5,5,6,6,6,7,7,7,7,10,10,13
13227,Pickens County,1853,Cherokee and Gilmer counties,"General Andrew Pickens (1739–1817), a hero of the Revolutionary War; U.S. Congressman",227,126.16,"29,268","232 sq mi
(601 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,4,4,4,5,5,6,7,7,9,9,9,9
13229,Pierce County,1857,Appling and Ware Counties,"Franklin Pierce (1804–1869), fourteenth President of the United States",229,54.94,"18,844","343 sq mi
(888 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,7,10,16,16,16
13231,Pike County,1822,Monroe County,"General Zebulon Pike (1779–1813), explorer and a hero of the War of 1812",231,81.7,"17,810","218 sq mi
(565 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,4,5,5
13233,Polk County,1851,Floyd and Paulding Counties,"James Knox Polk (1795–1849), eleventh President of the United States",233,132.44,"41,188","311 sq mi
(805 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,8,9,10,10,10,10,14,15,16,16,18,18,18
13235,Pulaski County,1808,Laurens County,"Count Kazimierz Pułaski of Poland (1748–79), a hero of the Revolutionary War",235,47.45,"11,720","247 sq mi
(640 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,3,4,5,5,6,6
13237,Putnam County,1807,Baldwin County,"General Israel Putnam (1718–90), a hero of the Revolutionary War",237,61.62,"21,198","344 sq mi
(891 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2
13239,Quitman County,1858,Randolph and Stewart counties,"General John Anthony Quitman (1799–1858), a hero of the Mexican-American War",239,15.82,"2,404","152 sq mi
(394 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
13241,Rabun County,1819,Cherokee Cession of 1819,"William Rabun (1771–1819), Governor of Georgia (1817–19)",241,43.93,"16,297","371 sq mi
(961 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3
13243,Randolph County,1828,Lee County,"John Randolph of Roanoke (1773–1833), U.S. Congressman",243,17.08,"7,327","429 sq mi
(1,111 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,3,3,4,4,4,11,18,18
13245,Richmond County,1777,St Paul Parish,"Charles Lennox, 3rd Duke of Richmond (1735–1806), who was sympathetic to the cause of colonial independence",245,625.27,"202,587","324 sq mi
(839 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,10,10,11,10,10,11,11,12,12,17,40,41,42,49,51,51
13247,Rockdale County,1870,Henry and Newton counties,"Rockdale Church, which was so named for the subterranean bed of granite that underlies this region of the state",247,655.11,"85,820","131 sq mi
(339 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,5,8,10,13,16,17,18,29,45,47,57,67,75,77
13249,Schley County,1857,Marion and Sumter counties,"William Schley (1786–1858), governor of Georgia (1835–37)",249,29.7,"4,990","168 sq mi
(435 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,5,6,6
13251,Screven County,1793,Burke and Effingham Counties,"General James Screven (1744–1778), a hero of the Revolutionary War",251,21.92,"14,202","648 sq mi
(1,678 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2
13253,Seminole County,1920,Decatur and Early Counties,Seminole Nation,253,37.59,"8,947","238 sq mi
(616 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,5,5,5,5,6,8,8,9
13255,Spalding County,1851,"Fayette, Henry, and Pike County","Thomas Spalding (1774–1851), U.S. Congressman, state legislator, and agriculturalist",255,322.55,"63,865","198 sq mi
(513 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,5,10,11,11,11,12,14,15,17,17,23,26,26
13257,Stephens County,1905,Franklin and Habersham Counties,"Alexander Stephens (1812–83), U.S. Congressman; Governor of Georgia; first and only Vice President of the Confederate States of America",257,144.64,"25,891","179 sq mi
(464 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3,3,3,4,5,5,5,6,6
13259,Stewart County,1830,Randolph County,"General Daniel Stewart (1759–1829), a hero of the Revolutionary War and the War of 1812",259,13.16,"6,042","459 sq mi
(1,189 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
13261,Sumter County,1831,Lee County,"General Thomas Sumter (1734–1832), the ""Fighting Gamecock,"" a hero of the Revolutionary War",261,65.06,"31,554","485 sq mi
(1,256 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,5,7,10,13,15,17,35,38,48,67,83,83
13263,Talbot County,1827,Muscogee County,"Matthew Talbot (1762–1827), served in the Georgia State Senate for 15 years, including two years as the President of the Senate, and Governor of Georgia for two weeks in 1819",263,16.58,"6,517","393 sq mi
(1,018 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,4
13265,Taliaferro County,1825,"Greene, Hancock, Oglethorpe, Warren, and Wilkes Counties","Colonel Benjamin Taliaferro (1750–1821), U.S. Congressman; a hero of the Revolutionary War",265,8.62,"1,680","195 sq mi
(505 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13267,Tattnall County,1801,Montgomery County,"Josiah Tattnall (1764–1803), U.S. Senator; Governor of Georgia",267,52.45,"25,384","484 sq mi
(1,254 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3
13269,Taylor County,1852,"Macon, Marion and Talbot Counties","Zachary Taylor (1784–1850), the twelfth President of the United States",269,22.28,"8,420","378 sq mi
(979 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2
13271,Telfair County,1807,Wilkinson County,"Edward Telfair (1735–1807), the second Governor of Georgia following the establishment of the United States",271,37.07,"16,349","441 sq mi
(1,142 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4
13273,Terrell County,1856,Lee and Randolph Counties,"Dr. William Terrell (1778–1855), U.S. Congressman",273,26.92,"9,045","336 sq mi
(870 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,1,5,6,10,10,20,40,46,47,50,57,58
13275,Thomas County,1825,Decatur and Irwin Counties,"General Jett Thomas (1776–1817), a hero of the War of 1812",275,81.61,"44,724","548 sq mi
(1,419 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,7,7,10,14,17,26,26,28
13277,Tift County,1905,"Berrien, Irwin and Worth Counties","Colonel Nelson Tift (1810–91), a captain in the Confederate States Navy; U.S. Congressman",277,154.96,"41,064","265 sq mi
(686 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,4,7,7,13,13,13,19,20,28,29,34,34,34
13279,Toombs County,1905,"Emanuel, Tattnall, and Montgomery Counties","General Robert Toombs (1810–85), U.S. Senator; Confederate States Secretary of State",279,74.43,"27,315","367 sq mi
(951 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,5,5,5,5
13281,Towns County,1856,Rabun and Union Counties,"George Washington Towns (1801–54), governor of Georgia during the antebellum period",281,63.22,"10,495","166 sq mi
(430 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
